ID	ELEMENT SYMBOL	ENERGY	INTENSITY	ISOTOPE ABUNDANCE
671650010343	Ho	4405.100	4.019e-05	1.000e+00
671650010344	Ho	4408.050	4.637e-04	1.000e+00
671650010345	Ho	4414.120	1.391e-04	1.000e+00
671650010346	Ho	4419.790	5.100e-04	1.000e+00
671650010347	Ho	4426.670	5.873e-04	1.000e+00
671650010348	Ho	4438.200	8.964e-05	1.000e+00
671650010349	Ho	4444.900	7.264e-05	1.000e+00
671650010350	Ho	4449.470	2.195e-04	1.000e+00
671650010351	Ho	4458.000	8.964e-05	1.000e+00
671650010352	Ho	4466.890	1.793e-03	1.000e+00
671650010353	Ho	4474.190	1.468e-04	1.000e+00
671650010354	Ho	4480.060	8.964e-04	1.000e+00
671650010355	Ho	4483.980	1.623e-04	1.000e+00
671650010356	Ho	4486.800	7.264e-05	1.000e+00
671650010357	Ho	4491.200	8.964e-05	1.000e+00
671650010358	Ho	4501.390	2.287e-04	1.000e+00
671650010359	Ho	4512.550	2.859e-04	1.000e+00
671650010360	Ho	4519.800	3.246e-05	1.000e+00
671650010361	Ho	4527.000	1.716e-04	1.000e+00
671650010362	Ho	4530.400	2.859e-04	1.000e+00
671650010363	Ho	4533.000	1.546e-04	1.000e+00
671650010364	Ho	4539.340	4.328e-04	1.000e+00
671650010365	Ho	4548.640	6.337e-04	1.000e+00
671650010366	Ho	4556.300	5.719e-05	1.000e+00
671650010367	Ho	4560.100	1.546e-04	1.000e+00
671650010368	Ho	4562.400	1.144e-04	1.000e+00
671650010369	Ho	4566.960	2.612e-04	1.000e+00
671650010370	Ho	4572.010	5.255e-04	1.000e+00
671650010371	Ho	4577.500	4.482e-04	1.000e+00
671650010372	Ho	4582.080	1.468e-04	1.000e+00
671650010373	Ho	4586.100	1.963e-04	1.000e+00
671650010374	Ho	4588.600	8.964e-05	1.000e+00
671650010375	Ho	4599.160	1.623e-04	1.000e+00
671650010376	Ho	4604.680	2.287e-04	1.000e+00
671650010377	Ho	4608.140	1.051e-03	1.000e+00
671650010378	Ho	4613.700	3.864e-04	1.000e+00
671650010379	Ho	4615.460	8.810e-04	1.000e+00
671650010380	Ho	4623.300	8.964e-05	1.000e+00
671650010381	Ho	4627.610	8.655e-04	1.000e+00
671650010382	Ho	4629.600	1.700e-04	1.000e+00
671650010383	Ho	4637.420	7.728e-04	1.000e+00
671650010384	Ho	4639.830	6.955e-04	1.000e+00
671650010385	Ho	4643.660	9.274e-04	1.000e+00
671650010386	Ho	4651.180	1.793e-04	1.000e+00
671650010387	Ho	4654.860	2.519e-04	1.000e+00
671650010388	Ho	4666.760	5.100e-04	1.000e+00
671650010389	Ho	4672.890	1.190e-03	1.000e+00
671650010390	Ho	4677.100	5.719e-05	1.000e+00
671650010391	Ho	4682.600	2.009e-04	1.000e+00
671650010392	Ho	4684.740	7.883e-04	1.000e+00
671650010393	Ho	4690.690	2.040e-04	1.000e+00
671650010394	Ho	4696.150	8.037e-04	1.000e+00
671650010395	Ho	4699.200	4.019e-05	1.000e+00
671650010396	Ho	4702.700	5.719e-04	1.000e+00
671650010397	Ho	4706.020	4.235e-04	1.000e+00
671650010398	Ho	4711.530	9.428e-04	1.000e+00
671650010399	Ho	4716.780	1.468e-04	1.000e+00
671650010400	Ho	4722.380	5.719e-05	1.000e+00
671650010401	Ho	4733.040	6.801e-04	1.000e+00
671650010402	Ho	4738.100	8.964e-05	1.000e+00
671650010403	Ho	4745.500	8.192e-05	1.000e+00
671650010404	Ho	4749.050	1.870e-04	1.000e+00
671650010405	Ho	4756.490	1.963e-04	1.000e+00
671650010406	Ho	4765.150	2.442e-04	1.000e+00
671650010407	Ho	4769.200	8.964e-05	1.000e+00
671650010408	Ho	4771.900	1.298e-04	1.000e+00
671650010409	Ho	4776.300	6.491e-05	1.000e+00
671650010410	Ho	4779.750	1.252e-03	1.000e+00
671650010411	Ho	4782.000	1.855e-04	1.000e+00
671650010412	Ho	4784.800	8.964e-05	1.000e+00
671650010413	Ho	4794.720	9.892e-04	1.000e+00
671650010414	Ho	4810.000	2.859e-04	1.000e+00
671650010415	Ho	4813.840	9.119e-04	1.000e+00
671650010416	Ho	4822.160	1.870e-04	1.000e+00
671650010417	Ho	4827.843	2.009e-03	1.000e+00
671650010418	Ho	4837.800	8.192e-05	1.000e+00
671650010419	Ho	4841.870	2.859e-04	1.000e+00
671650010420	Ho	4846.870	5.100e-04	1.000e+00
671650010421	Ho	4851.710	2.937e-04	1.000e+00
671650010422	Ho	4855.890	2.257e-03	1.000e+00
671650010423	Ho	4863.500	3.246e-04	1.000e+00
671650010424	Ho	4866.840	1.283e-03	1.000e+00
671650010425	Ho	4872.200	2.473e-05	1.000e+00
671650010426	Ho	4876.340	1.963e-04	1.000e+00
671650010427	Ho	4880.920	2.365e-04	1.000e+00
671650010428	Ho	4888.620	9.737e-04	1.000e+00
671650010429	Ho	4893.720	9.274e-04	1.000e+00
671650010430	Ho	4900.580	3.833e-04	1.000e+00
671650010431	Ho	4904.900	1.437e-03	1.000e+00
671650010432	Ho	4911.500	4.019e-05	1.000e+00
671650010433	Ho	4916.130	5.719e-04	1.000e+00
671650010434	Ho	4921.590	1.144e-04	1.000e+00
671650010435	Ho	4925.600	8.964e-05	1.000e+00
671650010436	Ho	4933.110	1.546e-04	1.000e+00
671650010437	Ho	4938.840	2.519e-04	1.000e+00
671650010438	Ho	4942.560	1.005e-03	1.000e+00
671650010439	Ho	4945.180	3.308e-03	1.000e+00
671650010440	Ho	4949.850	5.564e-04	1.000e+00
671650010441	Ho	4954.350	2.442e-04	1.000e+00
671650010442	Ho	4972.200	1.144e-04	1.000e+00
671650010443	Ho	4979.797	7.883e-04	1.000e+00
671650010444	Ho	4986.770	2.287e-04	1.000e+00
671650010445	Ho	4990.950	2.117e-04	1.000e+00
671650010446	Ho	4995.450	2.628e-04	1.000e+00
671650010447	Ho	4999.400	1.036e-03	1.000e+00
671650010448	Ho	5002.920	7.264e-04	1.000e+00
671650010449	Ho	5008.760	1.963e-04	1.000e+00
671650010450	Ho	5013.585	1.283e-03	1.000e+00
671650010451	Ho	5022.020	1.870e-04	1.000e+00
671650010452	Ho	5026.390	2.117e-04	1.000e+00
671650010453	Ho	5028.690	2.689e-04	1.000e+00
671650010454	Ho	5035.010	2.612e-04	1.000e+00
671650010455	Ho	5041.510	4.637e-04	1.000e+00
671650010456	Ho	5044.200	3.246e-05	1.000e+00
671650010457	Ho	5053.493	1.267e-03	1.000e+00
671650010458	Ho	5068.700	3.246e-05	1.000e+00
671650010459	Ho	5082.280	2.133e-03	1.000e+00
671650010460	Ho	5088.789	6.028e-04	1.000e+00
671650010461	Ho	5096.890	5.719e-05	1.000e+00
671650010462	Ho	5102.290	1.144e-04	1.000e+00
671650010463	Ho	5105.840	4.946e-04	1.000e+00
671650010464	Ho	5108.660	5.100e-03	1.000e+00
671650010465	Ho	5112.590	8.964e-05	1.000e+00
671650010466	Ho	5122.220	5.255e-04	1.000e+00
671650010467	Ho	5128.946	2.643e-03	1.000e+00
671650010468	Ho	5146.166	8.964e-04	1.000e+00
671650010469	Ho	5155.724	8.655e-04	1.000e+00
671650010470	Ho	5181.841	3.910e-03	1.000e+00
671650010471	Ho	5188.730	2.628e-04	1.000e+00
671650010472	Ho	5213.240	4.019e-03	1.000e+00
671650010473	Ho	5217.500	8.192e-05	1.000e+00
671650010474	Ho	5220.227	1.700e-05	1.000e+00
671650010475	Ho	5224.400	8.192e-05	1.000e+00
671650010476	Ho	5227.400	2.689e-04	1.000e+00
671650010477	Ho	5232.929	1.144e-04	1.000e+00
671650010478	Ho	5238.772	8.964e-04	1.000e+00
671650010479	Ho	5258.450	1.391e-04	1.000e+00
671650010480	Ho	5264.049	4.946e-05	1.000e+00
671650010481	Ho	5266.400	6.491e-05	1.000e+00
671650010482	Ho	5282.550	3.756e-04	1.000e+00
671650010483	Ho	5292.384	7.264e-05	1.000e+00
671650010484	Ho	5296.951	2.519e-04	1.000e+00
671650010485	Ho	5318.421	2.473e-05	1.000e+00
671650010486	Ho	5338.311	1.700e-03	1.000e+00
671650010487	Ho	5352.456	6.491e-04	1.000e+00
671650010488	Ho	5358.239	1.298e-04	1.000e+00
671650010489	Ho	5362.960	1.128e-03	1.000e+00
671650010490	Ho	5367.210	7.264e-05	1.000e+00
671650010491	Ho	5373.416	2.040e-04	1.000e+00
671650010492	Ho	5411.347	4.637e-04	1.000e+00
671650010493	Ho	5419.035	4.946e-04	1.000e+00
671650010494	Ho	5428.441	3.447e-03	1.000e+00
671650010495	Ho	5436.879	1.623e-04	1.000e+00
671650010496	Ho	5451.801	2.473e-05	1.000e+00
671650010497	Ho	5473.819	5.873e-04	1.000e+00
671650010498	Ho	5484.850	1.793e-04	1.000e+00
671650010499	Ho	5501.558	2.519e-04	1.000e+00
671650010500	Ho	5507.112	8.964e-05	1.000e+00
671650010501	Ho	5518.101	3.246e-05	1.000e+00
671650010502	Ho	5524.219	2.968e-03	1.000e+00
671650010503	Ho	5538.856	4.019e-05	1.000e+00
671650010504	Ho	5550.195	7.883e-04	1.000e+00
671650010505	Ho	5559.730	1.221e-04	1.000e+00
671650010506	Ho	5575.568	3.756e-04	1.000e+00
671650010507	Ho	5581.428	3.184e-04	1.000e+00
671650010508	Ho	5585.278	2.859e-04	1.000e+00
671650010509	Ho	5588.744	1.221e-04	1.000e+00
671650010510	Ho	5605.271	4.080e-04	1.000e+00
671650010511	Ho	5609.251	6.491e-05	1.000e+00
671650010512	Ho	5615.149	4.019e-05	1.000e+00
671650010513	Ho	5638.526	4.019e-05	1.000e+00
671650010514	Ho	5645.301	5.873e-04	1.000e+00
671650010515	Ho	5651.073	8.192e-04	1.000e+00
671650010516	Ho	5680.676	3.261e-04	1.000e+00
671650010517	Ho	5685.008	1.499e-03	1.000e+00
671650010518	Ho	5695.610	5.873e-04	1.000e+00
671650010519	Ho	5699.895	2.689e-04	1.000e+00
671650010520	Ho	5721.544	4.482e-04	1.000e+00
671650010521	Ho	5761.717	1.654e-03	1.000e+00
671650010522	Ho	5767.876	5.719e-04	1.000e+00
671650010523	Ho	5772.718	1.391e-03	1.000e+00
671650010524	Ho	5779.063	2.365e-04	1.000e+00
671650010525	Ho	5813.531	8.346e-03	1.000e+00
671650010526	Ho	5823.840	4.946e-05	1.000e+00
671650010527	Ho	5827.481	2.040e-04	1.000e+00
671650010528	Ho	5870.477	3.462e-03	1.000e+00
671650010529	Ho	5871.573	3.029e-03	1.000e+00
671650010530	Ho	5895.303	6.491e-05	1.000e+00
671650010531	Ho	5913.784	4.946e-05	1.000e+00
671650010532	Ho	5982.895	1.437e-03	1.000e+00
671650010533	Ho	6052.654	2.906e-03	1.000e+00
671650010534	Ho	6063.088	1.144e-04	1.000e+00
671650010535	Ho	6072.481	4.482e-04	1.000e+00
671650010536	Ho	6189.313	4.946e-05	1.000e+00
681620010001	Er	69.400	1.325e+01	1.390e-03
681660010001	Er	57.072	3.356e-02	3.350e-01
681660010002	Er	73.773	7.065e-03	3.350e-01
681660010003	Er	79.322	9.890e-03	3.350e-01
681660010004	Er	83.473	3.002e-03	3.350e-01
681660010005	Er	98.630	6.888e-04	3.350e-01
681660010006	Er	131.698	7.948e-03	3.350e-01
681660010007	Er	136.440	4.062e-04	3.350e-01
681660010008	Er	148.398	9.890e-03	3.350e-01
681660010009	Er	160.406	3.179e-03	3.350e-01
681660010010	Er	177.952	4.062e-04	3.350e-01
681660010011	Er	237.874	3.886e-03	3.350e-01
681660010012	Er	315.480	1.236e-03	3.350e-01
681660010013	Er	321.347	2.119e-02	3.350e-01
681660010014	Er	346.553	1.466e-01	3.350e-01
681660010015	Er	350.705	2.649e-03	3.350e-01
681660010016	Er	371.650	3.886e-03	3.350e-01
681660010017	Er	386.327	2.561e-03	3.350e-01
681660010018	Er	398.950	5.652e-03	3.350e-01
681660010019	Er	403.027	3.886e-03	3.350e-01
681660010020	Er	416.910	1.060e-02	3.350e-01
681660010021	Er	426.210	3.886e-03	3.350e-01
681660010022	Er	430.027	7.418e-04	3.350e-01
681660010023	Er	443.890	4.239e-03	3.350e-01
681660010024	Er	455.120	4.062e-03	3.350e-01
681660010025	Er	460.100	1.413e-03	3.350e-01
681660010026	Er	463.930	2.119e-03	3.350e-01
681660010027	Er	471.250	1.484e-02	3.350e-01
681660010028	Er	487.950	2.402e-02	3.350e-01
681660010029	Er	494.430	3.002e-02	3.350e-01
681660010030	Er	498.590	4.045e-02	3.350e-01
681660010031	Er	520.100	6.358e-03	3.350e-01
681660010032	Er	528.920	3.002e-02	3.350e-01
681660010033	Er	531.460	1.625e-01	3.350e-01
681660010034	Er	545.020	3.002e-02	3.350e-01
681660010035	Er	554.840	1.201e-02	3.350e-01
681660010036	Er	573.750	7.594e-02	3.350e-01
681660010037	Er	591.820	2.437e-02	3.350e-01
681660010038	Er	593.880	4.062e-02	3.350e-01
681660010039	Er	603.800	1.996e-02	3.350e-01
681660010040	Er	645.690	1.590e-02	3.350e-01
681660010041	Er	667.900	1.590e-03	3.350e-01
681660010042	Er	777.390	3.002e-03	3.350e-01
681660010043	Er	794.090	7.594e-03	3.350e-01
681660010044	Er	810.490	6.535e-02	3.350e-01
681660010045	Er	841.110	7.418e-03	3.350e-01
681660010046	Er	870.380	4.592e-03	3.350e-01
681660010047	Er	878.500	1.254e-02	3.350e-01
681660010048	Er	909.130	4.415e-03	3.350e-01
681660010049	Er	924.410	6.888e-03	3.350e-01
681660010050	Er	941.120	3.532e-03	3.350e-01
681660010051	Er	962.310	8.831e-03	3.350e-01
681660010052	Er	971.230	1.254e-02	3.350e-01
681660010053	Er	989.510	3.532e-03	3.350e-01
681660010054	Er	1019.380	2.102e-02	3.350e-01
681660010055	Er	1037.840	3.002e-02	3.350e-01
681660010056	Er	1223.350	1.289e-02	3.350e-01
681660010057	Er	1280.500	1.148e-02	3.350e-01
681660010058	Er	1294.600	1.148e-02	3.350e-01
681660010059	Er	1384.400	6.005e-03	3.350e-01
681660010060	Er	1441.500	1.060e-02	3.350e-01
681660010061	Er	1454.150	2.243e-02	3.350e-01
681660010062	Er	4331.000	6.358e-03	3.350e-01
681660010063	Er	4341.000	2.473e-03	3.350e-01
681660010064	Er	4372.100	6.358e-03	3.350e-01
681660010065	Er	4487.900	4.239e-02	3.350e-01
681660010066	Er	4513.200	2.013e-03	3.350e-01
681660010067	Er	4568.100	1.943e-02	3.350e-01
681660010068	Er	4626.000	3.356e-03	3.350e-01
681660010069	Er	4644.100	1.590e-03	3.350e-01
681660010070	Er	4681.600	1.113e-02	3.350e-01
681660010071	Er	4716.300	3.709e-02	3.350e-01
681660010072	Er	4774.400	1.590e-02	3.350e-01
681660010073	Er	4787.100	1.060e-02	3.350e-01
681660010074	Er	4795.300	3.886e-03	3.350e-01
681660010075	Er	4871.100	4.415e-03	3.350e-01
681660010076	Er	4891.000	2.596e-03	3.350e-01
681660010077	Er	5051.980	1.007e-02	3.350e-01
681660010078	Er	5209.190	5.298e-02	3.350e-01
681660010079	Er	5257.340	1.201e-02	3.350e-01
681660010080	Er	5350.070	1.060e-02	3.350e-01
681660010081	Er	5634.680	3.179e-03	3.350e-01
681660010082	Er	5672.890	1.590e-03	3.350e-01
681660010083	Er	5683.540	6.358e-03	3.350e-01
681660010084	Er	5904.890	2.384e-03	3.350e-01
681660010085	Er	6171.470	6.182e-02	3.350e-01
681660010086	Er	6228.540	2.490e-01	3.350e-01
681670010001	Er	73.786	3.706e-04	2.287e-01
681670010002	Er	74.625	1.011e-04	2.287e-01
681670010003	Er	75.453	5.188e-05	2.287e-01
681670010004	Er	79.804	1.226e-01	2.287e-01
681670010005	Er	83.139	1.954e-04	2.287e-01
681670010006	Er	84.096	1.011e-04	2.287e-01
681670010007	Er	88.395	4.851e-05	2.287e-01
681670010008	Er	90.105	2.089e-05	2.287e-01
681670010009	Er	90.124	2.089e-05	2.287e-01
681670010010	Er	92.651	6.333e-04	2.287e-01
681670010011	Er	98.985	2.513e-02	2.287e-01
681670010012	Er	99.291	1.482e-02	2.287e-01
681670010013	Er	100.954	2.291e-05	2.287e-01
681670010014	Er	102.659	2.156e-04	2.287e-01
681670010015	Er	103.226	1.145e-04	2.287e-01
681670010016	Er	106.522	3.099e-05	2.287e-01
681670010017	Er	106.974	4.177e-05	2.287e-01
681670010018	Er	110.243	4.177e-05	2.287e-01
681670010019	Er	111.073	6.805e-05	2.287e-01
681670010020	Er	111.992	1.011e-05	2.287e-01
681670010021	Er	112.139	4.649e-04	2.287e-01
681670010022	Er	118.437	3.726e-03	2.287e-01
681670010023	Er	120.168	7.411e-05	2.287e-01
681670010024	Er	122.052	9.433e-05	2.287e-01
681670010025	Er	122.824	1.819e-04	2.287e-01
681670010026	Er	123.174	4.110e-04	2.287e-01
681670010027	Er	130.675	9.433e-05	2.287e-01
681670010028	Er	131.567	5.188e-05	2.287e-01
681670010029	Er	134.824	4.245e-04	2.287e-01
681670010030	Er	136.552	4.177e-05	2.287e-01
681670010031	Er	137.494	6.131e-04	2.287e-01
681670010032	Er	137.973	2.089e-04	2.287e-01
681670010033	Er	138.963	1.482e-05	2.287e-01
681670010034	Er	140.922	1.482e-05	2.287e-01
681670010035	Er	146.335	9.433e-05	2.287e-01
681670010036	Er	146.417	1.887e-04	2.287e-01
681670010037	Er	146.463	4.177e-05	2.287e-01
681670010038	Er	147.604	6.738e-06	2.287e-01
681670010039	Er	150.065	4.716e-06	2.287e-01
681670010040	Er	150.478	8.759e-06	2.287e-01
681670010041	Er	154.276	1.617e-05	2.287e-01
681670010042	Er	154.885	2.291e-04	2.287e-01
681670010043	Er	156.896	3.099e-05	2.287e-01
681670010044	Er	163.137	6.738e-05	2.287e-01
681670010045	Er	165.330	6.064e-05	2.287e-01
681670010046	Er	166.437	1.415e-04	2.287e-01
681670010047	Er	167.040	3.504e-04	2.287e-01
681670010048	Er	169.045	2.965e-05	2.287e-01
681670010049	Er	171.158	6.738e-05	2.287e-01
681670010050	Er	173.578	1.044e-03	2.287e-01
681670010051	Er	178.201	1.415e-05	2.287e-01
681670010052	Er	178.817	1.482e-05	2.287e-01
681670010053	Er	184.285	3.773e-01	2.287e-01
681670010054	Er	185.048	3.504e-05	2.287e-01
681670010055	Er	185.798	2.560e-04	2.287e-01
681670010056	Er	186.644	4.245e-05	2.287e-01
681670010057	Er	187.016	1.482e-05	2.287e-01
681670010058	Er	191.555	7.411e-06	2.287e-01
681670010059	Er	193.499	3.504e-05	2.287e-01
681670010060	Er	193.889	3.099e-04	2.287e-01
681670010061	Er	194.807	1.415e-05	2.287e-01
681670010062	Er	194.978	1.145e-05	2.287e-01
681670010063	Er	195.830	7.411e-06	2.287e-01
681670010064	Er	196.412	3.099e-05	2.287e-01
681670010065	Er	198.244	2.015e-01	2.287e-01
681670010066	Er	201.197	8.759e-06	2.287e-01
681670010067	Er	204.790	1.819e-04	2.287e-01
681670010068	Er	205.710	1.294e-03	2.287e-01
681670010069	Er	208.911	7.411e-06	2.287e-01
681670010070	Er	212.722	1.213e-04	2.287e-01
681670010071	Er	214.894	1.482e-05	2.287e-01
681670010072	Er	215.341	9.433e-06	2.287e-01
681670010073	Er	217.422	1.792e-02	2.287e-01
681670010074	Er	219.051	9.433e-04	2.287e-01
681670010075	Er	219.653	8.759e-06	2.287e-01
681670010076	Er	220.204	6.738e-06	2.287e-01
681670010077	Er	221.776	1.732e-03	2.287e-01
681670010078	Er	224.712	2.628e-04	2.287e-01
681670010079	Er	226.048	2.358e-04	2.287e-01
681670010080	Er	226.976	1.011e-05	2.287e-01
681670010081	Er	227.006	1.011e-05	2.287e-01
681670010082	Er	227.678	2.156e-05	2.287e-01
681670010083	Er	230.458	1.684e-05	2.287e-01
681670010084	Er	231.911	4.312e-04	2.287e-01
681670010085	Er	235.640	9.433e-05	2.287e-01
681670010086	Er	236.217	1.348e-05	2.287e-01
681670010087	Er	240.650	2.358e-05	2.287e-01
681670010088	Er	241.109	4.043e-05	2.287e-01
681670010089	Er	242.813	7.411e-05	2.287e-01
681670010090	Er	246.422	1.348e-04	2.287e-01
681670010091	Er	249.812	3.908e-05	2.287e-01
681670010092	Er	250.783	2.560e-05	2.287e-01
681670010093	Er	253.390	1.415e-05	2.287e-01
681670010094	Er	255.435	3.032e-04	2.287e-01
681670010095	Er	255.931	5.121e-03	2.287e-01
681670010096	Er	258.131	7.411e-05	2.287e-01
681670010097	Er	259.038	2.291e-05	2.287e-01
681670010098	Er	259.209	1.954e-05	2.287e-01
681670010099	Er	261.016	2.762e-04	2.287e-01
681670010100	Er	263.475	2.830e-05	2.287e-01
681670010101	Er	265.230	1.213e-05	2.287e-01
681670010102	Er	267.830	1.213e-04	2.287e-01
681670010103	Er	268.870	4.649e-05	2.287e-01
681670010104	Er	269.159	2.223e-03	2.287e-01
681670010105	Er	271.189	4.379e-05	2.287e-01
681670010106	Er	272.304	1.011e-04	2.287e-01
681670010107	Er	272.869	3.571e-04	2.287e-01
681670010108	Er	275.046	3.975e-05	2.287e-01
681670010109	Er	276.842	5.592e-05	2.287e-01
681670010110	Er	277.593	6.872e-05	2.287e-01
681670010111	Er	278.903	1.954e-05	2.287e-01
681670010112	Er	280.044	6.064e-05	2.287e-01
681670010113	Er	282.043	1.887e-05	2.287e-01
681670010114	Er	284.656	9.231e-02	2.287e-01
681670010115	Er	286.355	2.358e-03	2.287e-01
681670010116	Er	286.508	1.098e-03	2.287e-01
681670010117	Er	288.525	5.862e-05	2.287e-01
681670010118	Er	289.748	1.482e-05	2.287e-01
681670010119	Er	293.525	9.433e-05	2.287e-01
681670010120	Er	294.390	6.333e-04	2.287e-01
681670010121	Er	296.305	3.706e-05	2.287e-01
681670010122	Er	297.637	4.716e-05	2.287e-01
681670010123	Er	303.881	9.365e-05	2.287e-01
681670010124	Er	305.221	5.862e-05	2.287e-01
681670010125	Er	307.484	2.089e-05	2.287e-01
681670010126	Er	308.309	5.660e-05	2.287e-01
681670010127	Er	315.380	1.065e-03	2.287e-01
681670010128	Er	322.910	1.684e-05	2.287e-01
681670010129	Er	324.247	4.918e-05	2.287e-01
681670010130	Er	333.085	4.043e-04	2.287e-01
681670010131	Er	335.604	9.433e-05	2.287e-01
681670010132	Er	336.891	4.649e-05	2.287e-01
681670010133	Er	338.542	3.908e-05	2.287e-01
681670010134	Er	344.956	2.089e-04	2.287e-01
681670010135	Er	345.241	8.961e-05	2.287e-01
681670010136	Er	345.674	4.918e-05	2.287e-01
681670010137	Er	346.052	4.177e-05	2.287e-01
681670010138	Er	346.204	5.323e-05	2.287e-01
681670010139	Er	348.532	3.571e-04	2.287e-01
681670010140	Er	348.932	3.301e-05	2.287e-01
681670010141	Er	349.059	3.301e-05	2.287e-01
681670010142	Er	349.229	9.433e-05	2.287e-01
681670010143	Er	351.490	2.560e-05	2.287e-01
681670010144	Er	351.981	6.131e-05	2.287e-01
681670010145	Er	352.899	3.032e-04	2.287e-01
681670010146	Er	355.216	4.514e-05	2.287e-01
681670010147	Er	360.600	1.348e-04	2.287e-01
681670010148	Er	361.700	3.369e-04	2.287e-01
681670010149	Er	362.529	2.560e-04	2.287e-01
681670010150	Er	363.534	3.436e-05	2.287e-01
681670010151	Er	365.762	6.738e-04	2.287e-01
681670010152	Er	367.928	4.379e-05	2.287e-01
681670010153	Er	369.020	8.759e-05	2.287e-01
681670010154	Er	370.168	6.064e-04	2.287e-01
681670010155	Er	371.176	1.819e-03	2.287e-01
681670010156	Er	374.685	2.358e-04	2.287e-01
681670010157	Er	379.558	2.965e-03	2.287e-01
681670010158	Er	379.942	2.426e-04	2.287e-01
681670010159	Er	380.287	1.819e-04	2.287e-01
681670010160	Er	380.477	2.426e-04	2.287e-01
681670010161	Er	381.179	5.929e-05	2.287e-01
681670010162	Er	381.353	4.649e-04	2.287e-01
681670010163	Er	382.350	7.411e-05	2.287e-01
681670010164	Er	383.366	1.550e-03	2.287e-01
681670010165	Er	383.880	7.411e-04	2.287e-01
681670010166	Er	384.511	4.851e-05	2.287e-01
681670010167	Er	387.180	1.213e-04	2.287e-01
681670010168	Er	389.821	4.379e-05	2.287e-01
681670010169	Er	389.824	4.379e-05	2.287e-01
681670010170	Er	396.532	4.649e-03	2.287e-01
681670010171	Er	398.829	5.794e-05	2.287e-01
681670010172	Er	409.710	3.908e-05	2.287e-01
681670010173	Er	416.348	1.374e-03	2.287e-01
681670010174	Er	422.318	1.051e-02	2.287e-01
681670010175	Er	424.328	3.234e-04	2.287e-01
681670010176	Er	428.274	8.759e-05	2.287e-01
681670010177	Er	429.770	1.940e-03	2.287e-01
681670010178	Er	430.754	1.145e-05	2.287e-01
681670010179	Er	440.282	9.433e-05	2.287e-01
681670010180	Er	440.376	1.348e-04	2.287e-01
681670010181	Er	444.086	5.188e-04	2.287e-01
681670010182	Er	444.633	2.426e-04	2.287e-01
681670010183	Er	445.233	8.759e-05	2.287e-01
681670010184	Er	446.003	9.163e-04	2.287e-01
681670010185	Er	447.517	2.068e-02	2.287e-01
681670010186	Er	450.051	1.954e-04	2.287e-01
681670010187	Er	451.718	2.291e-05	2.287e-01
681670010188	Er	455.102	4.918e-04	2.287e-01
681670010189	Er	455.886	8.085e-04	2.287e-01
681670010190	Er	457.666	5.390e-03	2.287e-01
681670010191	Er	458.912	1.617e-04	2.287e-01
681670010192	Er	460.078	5.188e-05	2.287e-01
681670010193	Er	461.741	9.433e-04	2.287e-01
681670010194	Er	463.483	2.628e-05	2.287e-01
681670010195	Er	466.605	3.234e-05	2.287e-01
681670010196	Er	468.526	4.716e-05	2.287e-01
681670010197	Er	469.166	8.153e-04	2.287e-01
681670010198	Er	471.878	9.433e-05	2.287e-01
681670010199	Er	472.233	7.411e-05	2.287e-01
681670010200	Er	474.004	2.587e-03	2.287e-01
681670010201	Er	474.581	4.649e-05	2.287e-01
681670010202	Er	480.619	3.301e-04	2.287e-01
681670010203	Er	481.241	6.805e-04	2.287e-01
681670010204	Er	482.168	3.908e-05	2.287e-01
681670010205	Er	492.426	5.660e-04	2.287e-01
681670010206	Er	494.510	1.684e-04	2.287e-01
681670010207	Er	496.852	3.504e-04	2.287e-01
681670010208	Er	497.770	1.819e-03	2.287e-01
681670010209	Er	498.390	5.390e-05	2.287e-01
681670010210	Er	499.234	6.333e-04	2.287e-01
681670010211	Er	501.488	3.571e-04	2.287e-01
681670010212	Er	504.649	3.908e-04	2.287e-01
681670010213	Er	507.940	3.504e-04	2.287e-01
681670010214	Er	508.670	2.291e-04	2.287e-01
681670010215	Er	511.509	1.482e-04	2.287e-01
681670010216	Er	511.854	2.358e-04	2.287e-01
681670010217	Er	511.913	2.089e-04	2.287e-01
681670010218	Er	512.442	1.348e-03	2.287e-01
681670010219	Er	514.969	8.220e-04	2.287e-01
681670010220	Er	515.301	2.897e-03	2.287e-01
681670010221	Er	516.684	8.759e-04	2.287e-01
681670010222	Er	518.418	1.213e-04	2.287e-01
681670010223	Er	520.652	7.681e-05	2.287e-01
681670010224	Er	521.302	1.819e-03	2.287e-01
681670010225	Er	523.454	3.504e-05	2.287e-01
681670010226	Er	526.151	1.145e-04	2.287e-01
681670010227	Er	527.884	5.929e-03	2.287e-01
681670010228	Er	533.190	2.358e-03	2.287e-01
681670010229	Er	534.290	2.695e-03	2.287e-01
681670010230	Er	534.856	7.344e-05	2.287e-01
681670010231	Er	535.669	4.379e-05	2.287e-01
681670010232	Er	537.726	6.872e-05	2.287e-01
681670010233	Er	538.704	4.716e-04	2.287e-01
681670010234	Er	542.310	5.390e-05	2.287e-01
681670010235	Er	542.941	7.546e-04	2.287e-01
681670010236	Er	543.662	1.354e-02	2.287e-01
681670010237	Er	546.807	2.156e-03	2.287e-01
681670010238	Er	546.960	6.872e-03	2.287e-01
681670010239	Er	547.790	1.752e-03	2.287e-01
